comment_id,pc_0,pc_1,pc_2,pc_3,pc_4,pc_5,pc_6,pc_7,pc_8,pc_9,pc_10,pc_11,pc_12,pc_13,pc_14,pc_15,pc_16,pc_17,pc_18,pc_19,pc_20,pc_21,pc_22,pc_23,pc_24,pc_25,pc_26,pc_27,pc_28,pc_29,pc_30,pc_31,pc_32,pc_33,pc_34,pc_35,pc_36,pc_37,pc_38,pc_39,pc_40,pc_41,pc_42,pc_43,pc_44,pc_45,pc_46,pc_47,pc_48,pc_49,pc_50,pc_51,pc_52,pc_53,pc_54,pc_55,pc_56,pc_57,pc_58,pc_59,pc_60,pc_61,pc_62,pc_63,pc_64,pc_65,pc_66,pc_67,pc_68,pc_69,pc_70,pc_71,pc_72,pc_73,pc_74,pc_75,pc_76,pc_77,pc_78,pc_79,pc_80,pc_81,pc_82,pc_83,pc_84,pc_85,pc_86,pc_87,pc_88,pc_89,pc_90,pc_91,pc_92,pc_93,pc_94,pc_95,pc_96,pc_97,pc_98,pc_99,pc_100,pc_101,pc_102,pc_103,pc_104,pc_105,pc_106,pc_107,pc_108,pc_109,pc_110,pc_111,pc_112,pc_113,pc_114,pc_115,pc_116,pc_117,pc_118,pc_119,pc_120,pc_121,pc_122,pc_123,pc_124,pc_125,pc_126,pc_127,pc_128,pc_129,pc_130,pc_131,pc_132,pc_133,pc_134,pc_135,pc_136,pc_137,pc_138,pc_139,pc_140,pc_141,pc_142,pc_143,pc_144,pc_145,pc_146,pc_147,pc_148,pc_149,pc_150,pc_151,pc_152,pc_153,pc_154,pc_155,pc_156,pc_157,pc_158,pc_159,pc_160,pc_161,pc_162,pc_163,pc_164,pc_165,pc_166,pc_167,pc_168,pc_169,pc_170,pc_171,pc_172,pc_173,pc_174,pc_175,pc_176,pc_177,pc_178
17090,6.1437902,1.4419719,0.80614483,1.4423087,3.6878195,-0.5875063,3.5234551,-1.5979972,-1.3748833,-0.32796773,1.5087583,-2.2124975,0.06546582,-1.2934284,1.6924765,2.476933,3.1080482,0.28069893,0.22386916,0.8670696,3.5544126,-0.80436486,1.1773262,1.1669617,3.34612,-2.6525311,-1.0919796,1.9428631,0.6419893,-1.0642222,-2.2198567,-0.28216538,2.1225407,3.1025705,0.06115412,-0.3252238,-0.019224532,-2.1689177,1.8060625,3.0513053,-1.0899205,-1.125647,0.14588666,0.96129775,-1.9008453,-0.17098486,-0.009807245,-0.22519913,-1.6909313,-0.45068124,-1.5493872,0.21857652,-2.2225406,-1.2556195,0.24073341,1.1878846,-0.16997467,-2.4382417,3.3700256,0.01445688,1.4567635,-1.3366632,0.54062456,2.7719245,1.3330425,2.22731,-1.9011036,-2.591991,-1.962539,-1.6913478,0.05274193,0.9074359,-0.6516343,0.37836075,-2.7409453,0.22999024,1.6890681,1.4229289,-0.88422716,-0.35460475,-2.2267694,2.3728175,0.22134654,0.6129085,-2.416741,0.5773716,-0.27592748,-2.211309,-1.133064,0.22438633,1.137653,-3.5937994,0.23505165,-0.84577453,-1.6287167,1.8548374,-2.0179806,0.5541769,-0.6757324,1.8943942,-0.52054554,-0.64598495,1.7484142,-0.8593762,1.1601709,-0.7872323,-1.2591208,-1.059895,-1.1328065,-0.14016671,2.3272712,0.11470866,-1.6968269,-0.56089497,1.4400333,0.1255342,-0.6716689,1.3728064,-0.45851934,-2.3011913,-0.8132919,0.34623134,-1.935474,-1.370576,0.3146973,0.3486473,0.08921615,0.58891034,-0.53514564,-1.0441555,-0.3477158,-2.0682786,-0.0021044814,1.584419,1.7345164,0.7234994,0.57966197,-1.8344202,0.046050802,-0.101148896,0.3683548,1.3263217,1.6610378,-0.79281616,0.683416,-0.5402818,-1.6346422,1.3717517,0.5337731,0.51903594,0.91704476,-0.041915704,0.10491854,-1.2721745,-1.5888758,-0.5011971,-0.11227912,0.16582173,0.85022324,1.2993737,-0.128314,1.0421982,0.36763227,1.4429901,1.4094762,0.54850745,-0.19958232,0.19735539,-1.1864529,1.4579889,-0.40356243,1.1111312,0.059660282,0.72821647,0.7896031,-0.29360947,-0.55312717,0.13726862,0.41694716
26214,-4.4526415,0.7556602,2.1070976,1.74666,-2.5341117,-5.081417,-0.2574237,1.4121977,0.46022502,5.0534844,1.9005872,-0.7727822,1.5205171,-1.2167529,-1.2098347,1.5895612,0.47926748,0.20026213,-1.2502034,1.4206526,3.4996734,0.11483092,-2.3958297,-0.9541807,0.52266467,0.58539337,-0.1768924,0.6746363,2.2714858,-0.33100864,-0.999862,1.8191993,-2.9732487,-0.9070073,-0.5557149,-2.2584746,-0.6050233,1.6287948,-2.7922995,0.7094414,0.8022254,0.50804,0.08315138,-1.5604501,1.9046519,2.6177666,-1.5912395,-2.062676,0.84504837,1.2440112,0.41756687,-1.4843382,1.1633456,1.3441359,1.5075333,-0.30460492,-0.5932663,-0.09435089,-0.29464886,-1.5667527,-0.87980664,-0.56993866,0.46504077,-0.73553014,-0.91759914,-0.22196998,-0.31503576,-0.31215203,-0.7834752,-0.48865944,-0.55498844,-2.5879695,-0.28231567,-1.2256975,1.3724948,-0.8927127,1.1426605,0.17931345,1.2194519,1.7914331,-0.14607634,-0.40515488,0.1532959,-0.034679007,-1.4223471,-0.2947293,0.7469315,-0.7894614,0.10200829,0.46801838,1.0537415,-0.023398556,0.48782676,-0.06779792,1.2676703,-0.35104012,1.050354,0.8467246,0.6139753,-2.0397184,-0.8200524,1.0130322,-0.58666193,0.040911242,-0.15058386,0.47921637,-0.12822324,-0.40229824,1.503864,1.1553488,-0.41713163,0.9127297,-1.0327514,-1.8101162,0.26438496,1.7072579,-0.103050016,-0.65327215,0.13294865,-0.61958265,-1.2891623,-0.5303051,-0.064774804,2.0542648,0.68528485,0.18746723,0.21106148,-0.57072943,-0.15746017,0.84240925,0.06190705,0.25905955,0.10147647,0.11063705,-0.7490342,1.4987674,-0.41758084,0.27881902,-0.4503373,0.5695542,0.47582328,0.31453142,0.5954921,-0.8217243,-0.74444443,0.2616364,-0.4736156,-0.2443902,0.0732648,-0.118539326,-0.5490086,1.4639438,-0.63809204,-0.7498397,-0.7183138,-0.37173364,-0.99056953,0.08163057,-0.51932585,-0.16760316,-0.14589576,0.29075867,-0.8539653,-0.39217085,-0.24301684,-0.418351,-0.5478792,-0.44296357,0.068661325,-0.5053785,-1.2061194,0.20386681,-0.61694324,-0.06819824,-1.2023075,0.041167494,0.2939193,0.14875977,-1.2432318
46846,1.058919,0.78215504,7.9431677,-1.180357,-2.8668652,7.3192973,1.8927867,-3.961205,2.2203007,-2.9382029,-0.5845442,2.807993,4.856452,-0.29710472,-0.08629069,-2.0466108,-2.0962522,1.4357039,-0.14066158,1.7222147,-4.4191933,0.8471474,0.65624017,1.5963576,2.449769,1.5890723,3.1765141,2.154625,-1.7761872,2.4085898,2.7373013,-0.43825266,1.6404133,-2.601842,2.8144603,0.5747679,-3.6003923,-0.010344078,-2.7520456,1.4914109,-3.1772604,-0.106197946,-2.885652,-0.7265612,-1.6840786,1.6238256,0.06339304,0.016607357,-0.58190006,-1.4283023,-1.3711526,1.4443021,-0.9274049,1.2200059,-2.707962,-2.4773188,0.68044186,0.92265,-1.6486311,-1.8464496,-1.2120724,-1.8028727,-2.4167728,0.8426976,3.3775258,0.9085223,-1.3465402,0.49088088,-2.5019784,-2.6568625,0.39482385,-2.7530038,0.60290515,1.6055595,0.717955,-0.11008635,1.6536883,-0.17663673,-0.036109287,-0.6411966,0.2719637,0.9998474,-0.29220736,0.9005799,0.2483561,-0.5963413,-0.29108024,0.042293776,1.0511565,2.874349,0.82625467,0.7758075,-0.4975085,1.7671779,1.1729357,0.74870056,-1.6636579,-0.8831988,1.2597692,-1.4509262,-0.7201349,-1.3569225,0.33728904,0.9858359,0.96201676,-0.6959876,0.8464196,-0.20593403,-2.1495774,0.80122113,1.4131173,-0.1870055,2.2149715,0.63319826,-0.39585918,2.4197426,0.9218047,-0.017111307,-0.45317894,0.11320177,-1.0416112,1.6011165,-2.0004323,0.789963,-0.76867676,-0.8699726,0.45384216,1.6362609,-1.2809472,-2.0647717,-0.2966084,0.59279066,-1.3316604,-1.1400249,-0.92119837,1.1403334,0.32391387,0.5401886,-1.5431157,-0.36698118,-0.20374472,-0.93442464,0.780015,-0.3009917,0.17068073,-0.7393772,1.2823036,0.5233174,1.2015121,0.32402357,-0.8365414,1.7359495,-0.34369975,0.2667577,0.34069917,-1.5420597,0.7369184,-0.68427205,-0.46033219,-1.0838938,-1.4594543,1.103313,-1.3185744,0.44444776,0.20206417,0.10546576,1.3052282,0.113853306,-0.14144047,-1.3301985,-0.3037299,0.124845654,0.3860201,1.162894,-0.4186217,-1.1647513,-0.27481508,-0.1778826,-0.2939551
34131,-1.3632483,4.5010448,0.7129413,-2.191743,-2.4799938,-0.54703665,-0.05184865,0.36194345,-2.5852938,1.7862701,5.0910215,2.2408864,-1.6384308,-1.1489484,-1.1369543,-3.8470573,-0.6242223,2.529829,-1.0150478,-0.9920962,2.8847907,1.6565257,-0.75736153,-1.7186396,-2.6324444,-2.5346131,-0.09164042,1.6819315,-1.522434,0.7780938,-0.506585,-1.2475374,-2.3481607,-2.6380599,-1.3647236,1.5826473,1.2980181,0.8993013,-0.5289391,0.60477215,-0.95390475,0.63371164,0.5167404,2.165569,-0.095733985,-0.43313104,-2.0202327,-0.46320924,0.89769065,0.24384029,1.9528956,0.54957926,-0.8174695,0.025218526,2.0980694,-0.5365218,-0.6996863,0.018658316,-1.3745106,-0.075715326,-0.49084407,0.3071219,-0.4688226,0.62441254,-1.3436393,-0.6492264,0.8622206,-0.76055473,-0.6732606,1.3938735,-1.1102904,1.0444019,0.3947486,-1.4089248,-1.2219251,1.627825,-1.3245659,0.35229987,0.8910321,3.0311644,-0.10685944,-0.5382924,3.3258502,1.926406,-0.3214222,0.13485597,0.34347892,0.8334856,-0.39089972,-0.670943,-0.96483594,-1.9122976,0.3849526,-1.4034475,-0.3320976,-1.464097,0.9673649,0.8470942,1.5816898,-0.029009633,-0.65322953,-0.75916207,0.4155857,0.08297657,-0.45845395,-0.4686229,-0.38193753,-0.0020917144,0.26150653,0.38263214,0.051529385,-1.1758597,-0.09404319,0.0080358405,-0.32500875,0.6181916,1.9868029,-1.1181319,0.093514875,0.15854481,-1.9808495,0.026246175,-1.4427066,0.27451894,2.4022574,-0.08681963,-1.1356616,0.06507893,0.23298769,-0.16833799,1.5742614,0.37087542,0.28601027,-0.36833617,-0.7924423,-0.033575237,0.49942344,-1.2450721,-0.33325157,0.6458293,-0.7786588,-0.788583,0.6433349,0.053105038,-0.9944979,-0.25185674,0.10189734,-0.45025656,-0.7131548,-0.08289734,-0.0006481272,-0.9304311,0.6068692,0.23932163,0.30911642,-0.6887351,0.66286707,-0.6925112,0.89795256,-0.38767615,-0.9521422,-0.0991518,-0.2485321,0.5922633,-1.555808,0.4958802,-0.64305675,1.0434996,-0.19133115,0.10911417,-1.0514184,-0.43103108,-1.0354192,0.3607619,-0.47568828,0.29898253,-0.7807693,-1.3269935,0.10532902
41554,-3.2764175,5.892766,4.2273483,-4.543966,2.550996,-0.22118062,4.4157896,1.8783281,-0.9146615,-0.86076105,2.193151,6.2009964,0.5324593,1.2345839,-2.1834903,-0.38294438,2.6237051,2.0084956,1.1628728,2.5585089,-2.6533108,1.1985695,0.46023545,0.8089121,1.0484631,1.055918,2.571704,0.76795983,-0.36623085,-1.7873907,4.5215244,1.7521594,2.9696329,0.10565189,0.17509031,-0.39045644,0.1777905,2.0118504,-2.4517732,-0.16750461,-2.4473047,-1.3800337,0.78635126,-0.3281204,-2.26412,2.5816004,0.48097703,-0.5946626,-0.15928248,1.4630246,1.2274978,1.2979268,2.4678872,0.6312175,-1.0410756,-1.385149,0.61206913,1.2786555,-0.55471885,0.83558905,-1.3010662,-0.8870806,-0.52430475,-1.0146585,-0.42780656,0.09341529,0.48542,-2.3830767,-0.6590949,-0.2607439,0.17335452,1.8361139,0.5030514,-0.37951493,0.5975307,-0.50847805,0.5808131,-0.47977847,-0.51375544,-0.040191725,-1.2942629,-0.796953,-0.94667065,-0.33481973,1.1887187,0.003644292,-1.6469553,1.1962658,1.1520526,1.8776327,0.25632876,0.16373132,-0.7592134,0.2585692,0.193861,-0.2656773,-0.016421769,-0.3395101,0.4857188,0.5380133,0.8154891,0.48248607,0.81496584,1.12091,-1.617387,-0.39329243,-1.406088,-0.21252257,-0.69564384,0.7240864,0.38929266,-0.5943467,0.2897662,-0.13011762,0.24554671,1.1443719,-0.2486926,0.805464,-1.2088974,-0.08372989,-0.2781701,-1.2208724,-1.9401255,-0.7223573,0.05496741,-0.92513335,0.77730817,1.5832058,-0.43417752,0.47690305,0.526995,0.6119977,-0.22536959,-0.8545407,-0.5254348,0.5250853,-1.2248071,-0.49255216,-0.110520326,0.6787817,0.06501673,0.4039287,-0.9754046,0.08175459,0.21760073,-0.04223042,-1.3189342,0.8994507,0.8782972,-1.012327,0.07742487,-0.0810424,-0.5005782,0.15271626,0.17409651,-0.28914148,-0.845715,0.023430647,0.16844453,0.75672567,-0.9382843,1.1513685,-0.8441248,0.20948514,0.21866459,-0.13759837,0.41281593,-0.27037182,1.0420084,0.20421235,0.30735964,-0.09911293,-0.80064505,1.4853438,0.61499375,-0.47957727,-1.2979728,0.11849744,0.66478235
33238,6.8609753,0.5398296,-1.592719,3.5682995,-5.001278,-2.6794388,-5.406008,-0.6426973,-5.2310195,1.5667784,1.0526752,-0.9877946,-3.179588,0.76434624,0.57947975,3.5745447,1.5208886,-2.2607193,0.15890361,-4.0120525,-3.2361977,-0.8246869,-0.20906726,0.76714253,2.4292288,1.8323462,0.09729595,-0.2538586,-1.0566983,-0.8614932,0.86665446,-0.95192945,2.1307576,0.611183,-0.5265973,0.50516677,-0.9059544,-1.1693442,-0.26439893,0.8937242,-1.7572914,0.6372719,0.5184405,1.4148483,-1.6774327,0.57862425,0.117561385,0.39740628,0.63063014,-0.8264869,-0.6714251,-1.448543,-0.1265602,1.4273694,1.2797267,-0.6084891,-0.39571884,-0.17547837,0.37735754,1.07454,-0.85228205,-1.1039474,0.23295473,1.511409,1.4577155,0.115129516,-0.14856791,-0.4839401,0.9032867,0.9960145,0.34100828,0.6860783,-0.87734115,-0.3456247,0.1465254,-0.12007196,-2.5970025,1.252537,-1.5804821,-0.7853868,0.106442615,1.565031,-1.181037,0.12713604,0.694999,0.9782125,-0.07991514,1.9482684,0.21589272,-0.117271945,-0.6416187,-0.36526722,-0.116344646,0.7799928,0.38763082,-0.9449561,0.8183564,1.0866106,-0.011998418,0.830848,0.6096274,0.6158613,0.8668564,-0.48728547,-0.27079913,0.64507216,0.7291245,-0.6837735,-0.29400754,-0.43323973,-0.78586483,-0.445323,-0.6080549,0.5958241,-1.6438744,-1.1380548,0.03570103,-0.65163964,-0.38951486,0.5337383,0.7125037,-0.46682668,-0.07044452,0.8561633,-0.006227336,-0.31382367,0.82046443,-0.20085941,-0.64543813,0.66565,0.0891593,1.5662059,0.893431,0.07583616,2.1293557,0.7862282,-0.53700304,0.76221716,-0.42680475,0.48467928,0.33199912,-0.95041597,0.15264553,0.26093426,0.5263829,0.4387634,0.24756244,-0.8094522,0.29367852,-0.70271635,-0.13309218,1.2618086,-0.048175998,1.1665536,0.3474067,-0.3735931,-0.106666,0.50249904,0.024216373,0.394995,0.2638758,-0.35971263,0.78347075,-0.4982432,-0.53041214,0.6857102,-0.771682,0.35615382,-0.1215815,1.275485,-0.017000204,0.0967589,-0.18990622,0.29942605,-0.10773965,-0.3242872,-0.6837987,-0.13924305,-0.25314012
43431,-4.709921,-3.3655148,-5.341175,-2.8564835,-1.6611518,0.5723271,-1.5472674,-2.8433046,-3.1981325,-0.23210557,2.0524948,0.20818023,2.0830624,-0.44578573,-0.9670807,-1.5658443,-2.831316,1.4727781,0.49593318,-0.8900359,-1.3375051,-6.702244,1.3148115,0.74000245,-0.27458078,1.3375158,-1.1534036,0.045416415,0.9638287,0.19409682,1.121236,-1.6052182,-0.06272067,-0.711135,-1.3562605,0.93637824,-0.47956634,1.5172188,-0.079249695,0.87298614,0.52444065,0.7300709,-0.53442377,2.6864328,1.1406983,1.4893413,0.83902484,0.42791772,-1.5249408,-0.5577998,-2.4092789,0.7413781,-0.5178617,0.38032874,0.1270138,-0.13235262,-0.45588982,-1.3146249,0.68328625,-2.2454135,1.1857383,0.9843,0.5918719,-0.5206781,-0.46349248,0.36483562,2.0405006,0.5254385,-0.3251738,-0.99650955,-1.6914061,-0.122997664,-0.771832,0.47346532,-0.30871373,1.3989565,0.69259083,-0.8326164,0.9301632,-0.20454897,-1.9838798,0.95089453,0.600059,-0.120013185,1.7016491,-1.8304007,-0.46137354,0.45029688,-1.0847379,-1.1682235,-0.7029957,-0.5780183,-1.112545,-0.27804336,-0.56232214,-0.60286057,1.0265433,-0.88409257,-0.26995245,-0.053345792,0.134503,-0.28471437,-0.11908072,0.939055,0.43597543,0.60603863,-0.15547593,-0.5787766,-0.85180175,1.3765924,0.81856036,0.9596541,-1.061802,-0.5093123,0.9097941,-0.87732995,-1.4095582,1.4787037,-0.275819,-0.0057660034,0.29729813,-0.37488434,-0.9280888,2.7958193,-0.8480155,0.73304117,-0.049651165,1.0759376,-0.034799974,-0.098933116,-0.2392539,-0.866922,-0.22330339,0.4306055,0.26326424,1.917521,0.10137434,-0.2666379,0.26470643,0.6938111,-0.5932811,-1.3590934,0.32692745,0.3855729,-0.44468692,-0.3865883,0.22198841,-0.79142654,-1.2019975,-0.5239774,0.19424284,-0.35600567,1.1242799,0.9170454,-0.30473247,-0.25222933,0.07588434,1.4580004,1.5710263,0.81517965,-0.5000091,-0.39311373,-0.24520223,0.20135123,0.015456077,-0.32251066,-1.5109024,0.31451526,0.7031528,-0.68832076,0.33375221,-0.24309528,0.30509263,-0.34789076,1.0261766,-0.3441118,0.32608026,0.67587745,0.02039175
38937,-6.2178183,3.8523576,1.5913751,4.330223,2.956799,0.27571744,4.2292156,1.8332689,3.4844158,-4.751029,0.16918209,2.3459773,4.472148,1.4536211,-3.218611,2.3908334,-1.5392592,-2.4185934,-1.0093259,-3.2446156,-2.123178,2.250479,-1.2545248,2.4479136,-0.55176944,1.6360288,-2.8978376,-1.6432319,0.8346356,-1.3997598,1.4632725,-1.6355717,-1.7186422,1.3304441,-0.892466,2.3397205,-0.63076127,-1.2649498,0.0088472795,1.3161097,3.1588867,0.9857701,-0.10056155,1.6772071,-0.31364128,0.6394152,-0.30007985,-0.45716932,0.5953994,-1.0489628,0.5081093,-1.330653,-1.9277582,1.6383154,-0.18904549,1.4689848,-2.1523192,0.3210895,1.3505496,-1.6093104,-0.67608476,-1.0456485,-1.4409078,0.8894675,0.2581404,0.40810356,-0.66475844,-0.4736366,-0.20354432,0.038789056,1.0180953,-1.0421631,1.626087,-0.098408006,0.18999735,0.4432103,-0.34966263,0.8877213,-0.38887826,-1.2426761,0.34503806,0.39853916,-0.6176096,-1.408097,-0.44997773,-0.24053384,0.24033536,0.19158398,0.6077776,1.3469013,1.3427024,0.22477849,1.4688728,-0.04430342,1.2468115,-0.38323683,-0.13444154,0.6968173,0.24082625,0.36692497,-0.96964747,0.4659856,0.3675624,1.6407163,0.30188593,-0.3562742,-0.65304977,0.37696892,0.6858798,0.32871747,0.72039187,-0.9360024,0.0680956,0.5698192,1.1357049,-0.029520951,-0.22694415,0.70199966,-1.8314564,0.5643202,-1.4473803,0.20250514,0.20868751,-0.1994934,-0.7207924,-0.69960576,-1.3487803,-0.30969858,0.780479,0.038441196,-0.13124514,0.3060408,0.37776816,-0.8074932,-0.724224,-0.45737895,0.19612545,-0.06291515,0.8911004,0.2857963,0.16503386,-0.47279727,-1.1960987,0.32631892,0.58499235,0.8256953,-0.8674214,1.2288429,0.33266425,-0.15292193,0.5539401,-0.3190861,0.21212225,0.48471725,-1.3851175,-0.56680316,0.5462477,0.015174274,0.105489396,-0.28839108,0.1601239,0.58296204,0.469409,-0.0047559063,0.5416092,-0.005870317,0.08496346,0.5209009,-0.45321107,-0.1667881,-0.26026326,-0.38678217,0.6903316,-0.82874274,0.093262814,0.69434345,0.35557604,-1.3625274,-0.43683073
25695,-1.299811,-3.3241057,5.7978325,2.0223002,-3.3914707,-3.05172,1.3422748,-1.9868078,-0.25900003,2.4474177,-0.20525257,-1.673775,-2.1701245,1.7837888,-1.8118069,-1.0497408,1.9475548,-1.4657063,-0.4898361,1.4576457,3.709548,-0.31622237,0.35730726,2.1731691,0.8887699,-2.9428217,-1.5288528,-0.9879136,1.1062028,-1.3069267,0.4907562,2.2736707,-0.6333999,1.349018,-0.9607398,-0.4658268,-1.0256829,-0.5257875,1.721123,0.027740536,-2.284933,2.1688433,0.7277468,1.9884491,0.6963047,-0.7471267,-1.1660101,0.48446456,1.6617588,-1.8005311,-0.14026539,-0.25115725,1.1167904,1.7639524,-0.0041338867,-3.2781491,-0.09086827,1.1427495,-1.9380372,-0.2734608,0.39328092,1.2675214,1.1865664,2.0367613,-2.495535,-1.9765308,0.0048904084,1.2223572,2.7341678,-0.46574137,0.6563764,-4.4225287,-0.0074998946,0.5081616,-0.77059525,-1.6355786,-1.0046074,-2.466106,-0.6980413,-2.9545107,0.47958988,-0.83812857,-0.49073333,-2.7121234,-1.714764,-0.82786703,-2.844405,0.34305388,0.26858982,-1.0676397,-0.36312473,-2.037556,1.9081355,0.91170734,-1.7839094,-3.519659,2.0191855,1.1865484,1.3744669,-0.52785593,2.5727098,-1.7359226,0.9388107,0.27739915,-0.026945354,2.6145344,0.7029932,-0.18001199,-0.5765275,-2.335505,-1.1501787,-0.39963233,0.15424708,0.9859369,-0.018561855,0.42768118,-0.05765439,2.0547676,0.13520736,0.87463856,-0.98157096,-0.09413971,0.06267958,-0.28687596,-0.21588562,-0.8859294,0.80989563,-0.27271622,-0.5101073,0.27173498,-0.75112337,0.34829754,0.7679004,1.5244942,-1.1483412,-0.23242359,0.29952854,0.7687393,-0.20630835,1.4839973,0.8423353,0.14111312,-1.3665568,1.0329187,-1.2270803,-0.80350155,0.58825374,0.0340741,-0.27637273,-0.1770144,0.5964595,0.6401949,0.35485747,-0.45604894,0.42827284,-0.42082053,0.37526035,1.4206129,0.29438198,0.32109413,-0.6669451,0.3706326,0.5397583,0.12597299,0.39460608,-0.6676551,0.24244483,0.160692,-0.4937284,0.5866129,0.77900076,0.4380967,-0.4854144,1.0088229,-0.6274874,-0.7090356,-1.2530204,0.17503089,-0.63753825
12106,-4.8034883,3.4731064,0.9814708,2.3391314,-1.7661229,-0.99144506,-3.2481923,0.7024277,2.29054,0.028502172,5.195162,0.38092434,-0.7105775,-1.5326207,-3.200153,1.4685377,0.78844833,0.8577759,1.6384214,1.6531343,2.0272293,1.2102236,0.6216882,-1.9120536,-1.0597237,-0.82507586,-2.0223331,-1.2694762,-0.13513641,-0.9724847,-1.4486132,0.4866499,-0.5911583,-1.8739797,-0.9465841,-1.5326345,0.42553234,1.0319897,1.2196776,0.96002436,1.1384753,-0.37585685,1.4620836,-1.797869,-0.8275413,1.5998791,-0.36928412,-1.6328095,1.2675631,2.0554528,-0.9628618,2.3104935,0.50921106,-2.0471916,-0.6494874,-1.3524119,0.53083277,1.3815043,-0.63868666,1.2699049,1.6036048,0.25066167,0.19651665,0.20290917,0.73923916,-1.2921454,0.08616168,-0.7663149,-1.5418531,-0.08816085,0.26292816,0.38060835,-4.3661714,-0.39937454,-0.22595243,1.6720557,-1.8701239,1.2444905,0.4631772,0.53121585,1.9301875,1.4905682,0.66900164,0.03349555,0.4625703,-0.4946759,-2.117701,-0.13573761,0.2538072,1.2857578,-1.2718749,1.2733011,-0.23749913,-0.15784171,0.40204254,0.8189066,0.29289952,-0.44045898,0.11758524,-1.169846,-0.0015706217,-0.8089502,-0.61991006,-0.87972677,-0.49033308,0.25078756,-0.5262066,-0.88933396,0.29883313,-0.59586763,0.52112234,1.1770098,-0.39651212,0.44476697,-1.0285194,-0.60480094,-0.5448041,1.3983898,-0.8848334,-0.5168388,0.44363016,0.22883934,0.74812245,0.18102364,-1.1461185,-0.80886126,-0.040821858,0.7326407,-1.2061102,-0.5077256,0.7200829,-0.12752862,-0.13387884,-1.4340812,0.7793111,1.4151876,0.8059447,0.90101945,0.1874829,-0.025177544,-0.9289381,0.74151427,-0.55337083,1.2080047,0.42979613,-0.8670864,-0.048927303,-0.6854273,-0.14809363,-0.14909063,-1.2771425,-0.61199677,0.32476276,0.5964129,-0.3568586,0.0034829655,0.17224073,-1.5505648,0.3187489,0.55468166,-0.42735758,-0.33278573,0.8266203,0.057258025,-1.0328703,-0.9720535,-0.6290138,-0.9510857,-0.41477612,0.45501313,0.077119075,-0.11364571,-0.37679935,0.011566762,0.3277104,0.6248685,0.6615509,0.5076226,0.110374466
